0,0
1,0.63424
2,0.0276584
3,0
4,0.362765
5,0
6,0.0543302
7,0
8,0.489254
9,0
10,0
11,0.279579
12,0.0816715
13,0
14,0.0669086
15,0
16,0.0227961
17,0.412797
18,0
19,0
20,0.0541893
21,0.29332
22,0.0944613
23,0
24,0
25,0.0225847
26,0.0831865
27,0
28,0
29,0.0286097
30,0
31,0.0258262
32,0
33,0
34,0
35,0.0278345
36,0
37,0
38,0
39,0.0268128
40,0
