0,0
1,0.00250926
2,6.85648e-05
3,0.00122368
4,0.0012544
5,0.00840607
6,1.69042e-06
7,0.000670214
8,0.000391901
9,0.000749361
10,0.000128044
11,3.61487e-06
12,0.00305304
13,5.41521e-05
14,0.000519353
15,0.0235351
16,4.33489e-05
17,6.54029e-05
18,3.662e-05
19,3.65901e-05
20,5.76793e-05
21,0.000168414
22,6.67615e-05
23,0.000265284
24,1.17358e-05
25,0.00195238
26,2.40864e-05
27,0.000423842
28,0.000166567
29,0.000477798
30,0.0383934
31,0.000848307
32,0.0385505
33,0.000134909
34,0.000619451
35,0.000585137
36,3.50556e-05
37,2.9742e-07
38,1.85913e-05
39,0.000309793
40,6.96683e-07
41,0.00010732
42,1.41123e-05
43,0.00014413
44,4.46246e-05
45,6.80408e-05
46,0.0001064
47,8.36843e-05
48,0.00011323
49,1.206e-06
50,6.05107e-05
51,0.000377414
52,0.00115282
53,0.0022495
54,0.00015118
55,0.000210066
56,0.000109057
57,0.0026942
58,0.0035092
59,8.89511e-06
60,5.75413e-06
61,2.74435e-05
62,0.000313754
63,1.9958e-06
64,6.62835e-07
65,4.26264e-05
66,1.25214e-06
67,6.56737e-05
68,9.83658e-06
69,4.28341e-06
70,6.24627e-05
71,3.0696e-07
72,6.00782e-05
73,6.27491e-06
74,0.000681404
75,3.3236e-09
76,3.919e-06
77,0.000303947
78,0.000177942
79,0.000733472
80,0.00147341
81,0.00198468
82,7.8828e-07
83,5.83722e-07
84,7.61227e-06
85,5.67759e-05
86,7.93394e-05
87,3.65306e-06
88,8.70948e-07
89,3.68849e-05
90,0.000239165
91,2.64195e-05
92,2.45791e-06
93,2.15474e-05
94,0
95,5.38543e-06
96,9.90642e-06
97,5.17568e-05
98,9.45761e-05
99,7.83899e-05
100,0.000909291
101,1.39846e-06
102,6.34502e-06
103,6.71256e-09
104,1.12333e-05
105,9.94937e-05
106,1.40642e-05
107,6.17091e-05
108,1.09045e-07
109,4.03085e-07
110,4.67593e-05
111,0.000637571
112,9.95555e-07
113,2.99672e-05
114,9.55444e-06
115,2.92291e-07
116,2.83652e-05
117,3.26089e-06
118,7.3188e-06
119,1.12324e-07
120,5.84415e-05
121,8.99881e-06
122,5.38174e-06
123,0.000601194
124,3.63624e-06
125,0.000980875
126,0.00111903
127,2.53965e-05
128,0.00328432
129,0.00251801
130,4.85683e-05
131,6.90898e-05
132,1.9532e-05
133,3.55106e-06
134,0
135,6.26099e-06
136,1.59758e-05
137,4.00515e-06
138,0.000135682
139,9.47857e-05
140,2.62471e-06
141,0.00135672
142,0.000627921
143,8.11933e-05
144,0.000155685
145,0.000189834
146,5.74478e-06
147,4.3423e-06
148,1.96936e-06
149,4.81163e-06
150,0.00149445
151,8.87307e-05
152,0.000720955
153,2.13511e-07
154,0.000242904
155,0.000548567
156,0.000684403
157,4.19307e-06
158,0.000110524
159,0.00116139
160,2.82582e-05
161,0
